
ACEI,3.3309443680071693,3.9273482433483573,3.616874135546337
ARB,4.978057292066242,6.677618920560638,5.7655502392344475
ARNI,0.0,inf,9233293.434537861
Potassium diuretic,0.0,inf,1588004779.0359735
Urine diuretic,5.686565815309665,6.754006922990484,6.19734660033167
Thiazide diuretic,6.375470408756619,8.56597184185671,7.389999999999991
